PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Reactor Fallout Men's Chronograph - Blue - Stainless Steel - 200 Meters	watches, watch, wristwatch, wrist watch, Reactor, mens watch, watch for man, mens watches	The FALLOUT is Reactor's signature model and sets the new standard for sport watches. Uniquely different from the norm, Fallout is designed to exceed Swiss standards with unmatched construction and unconventional styling. This timepiece truly represents the best of what the world of watches has to offer.  Brushed Finished Case and Bracelet with Polished Accents Blue Dial with Date between the 4 and 5 o'clock position Easy to grip unidirectional rotating bezel with Superlimova Indicator at the top and black indicators Chronograph with Minutes, Seconds, and 24 Hour Subdial and Adjustable "0" Setting for the default starting point of the timer. Solid, Forged 316L Stainless Steel Case and Caseback; Extra hard, marine-grade stainless steel permits fine finishing and resists corosion.  Caseback is made to provide a superior fit, increased strength and water resistance. Solid Screwbar to Case Attachment; This system is nearly 8 times stronger than the typical springbars typically used in watch construction.  With this system you won't have to worry about losing your watch due to the band detatching from the case. Extra Thick Hardened Mineral Glass Lens; This K1-Hardened Mineral Crystal combines exceptional scratch resistance with unmatched shatter resistance. Triple O-Ring Screw Down Crown System; Extremely water resistant Triple O-Ring system not only provides extra protection when the crown is screwed in, but also provides protection to 100 Meters (330 Feet) if you happen to forget to screw the crown back in after setting your watch before getting in the water! Superluminova on Hands and Markers; The Swiss made Superluminova goes through a special application process to make these watches extremely visible when in a low lit area and will provide exceptional visibility for up to 8 Hours. Shock Resistant Movement Holder; A special casing helps to protect the already Shock Resistant Japanese Quartz Movement from severe impacts. Square Profile Caseback Seal; Having more surface area than the typical O-Ring seal, this provides a significantly superior water-tight seal. Over-Sized Screw Down Crown; Large size makes it easy to grip, un-screw and set the date and time with ease Double Push Button Fold Over Safety Clasp; Folding, adjustable clasp snaps into place setting the push button release which holds it place; then has a safety clasp which folds over on to the clasp securing the band on your wrist. Comes encapsulated in a protective standing metal case and is revealed by rotating the outer case half.  The watch comes with the bracelet average-sized (most watches come with the bracelet sized larger) and includes two extra links (in case you need the bracelet sized larger) packaged with the watch behind a magnetic closure in the bottom of the watch case along with the instruction and warranty booklet. Water Resistant to 200 Meters (660 Feet) with the Crown Screwed In 40.1mm Case Width (Approximately 1 1/4") not including the crown 13.2mm Case Thickness (Ap	64003	Reactor	64003			USD		300.00	300.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F64003.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/64003-z.jpg	mens watches										yes	Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Men's EVO F-117 Nighthawk - Black Face - Rubber Strap - Date	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Black PVD plated stainless steel case with crown protector  Black PVD plated stainless steel screw in case back and screw down crown  Water resistant to 200 meters  Unidirectional ratcheting black PVD plated steel bezel with LLT dot at 12 oclock position  Highly scratch resistant sapphire glass crystal Multi-jewel  Swiss quartz movement 10-Year Lithium Battery  Polyurethane signature strap with Stainless Steel buckle  45mm Case Width	6401	Luminox	6401	746469640103		USD		600.00	750.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F6401.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/6401-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Men's EVO F-117 Nighthawk - Black Face - Bracelet - Date	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Black PVD plated stainless steel case with crown protector  Black PVD plated stainless steel screw in case back and screw down crown  Water resistant to 200 meters  Unidirectional ratcheting black PVD plated steel bezel with LLT dot at 12 oclock position  Highly scratch resistant sapphire glass crystal Multi-jewel  Swiss quartz movement 10-Year Lithium Battery  Solid link black PVD plated stainless steel bracelet with solid clasp and security 45mm Case Width	6402	Luminox	6402	746469640202		USD		680.00	850.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F6402.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/6402-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Watch - Gold-Tone - Silver/White Dial - Mesh Band	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Hypoallergenic Gold-Tone Stainless Steel Case and Bracelet (100% Nickel Free) Genuine Crystal Hour Markers Mineral Glass Crystal Quartz Movement Water Resistant to 30 Meters (100 Feet) Slim Mesh Strap Features a Safety Clasp 22mm Case Width (Approximately 7/8")	648SGG	Skagen	648SGG	768680112658		USD		125.00	125.00		http://www.kqzyfj.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F648SGG.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/648SGG-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Watch - Two-Tone - Silver/White Dial - Mesh Band	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Hypoallergenic Stainless Steel Case and Bracelet (100% Nickel Free) with Gold Tone Accents Genuine Crystal Hour Markers Mineral Glass Crystal Quartz Movement Water Resistant to 30 Meters (100 Feet) Slim Mesh Strap Features a Safety Clasp 22mm Case Width (Approximately 7/8")	648SGSC	Skagen	648SGSC	768680101065		USD		115.00	115.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F648SGSC.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/648SGSC-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Watch - Brown Mother of Pearl - Espresso & Rose Gold Tone	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Metallic Brown and Rose Gold-Tone Hypoallergenic Stainless Steel Case and Bracelet Genuine Crystal Hour Markers Genuine Brown Mother of Pearl Dial Quartz Movement Water Resistant to 30 Meters (100 Feet) Slim Mesh Strap Features a Safety Clasp 22mm Case Width (Approximately 7/8")	648XSRD	Skagen	648XSRD	768680109894		USD		135.00	135.00		http://www.kqzyfj.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F648XSRD.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/648XSRD-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Square Crystal Watch - Brown MOP Dial - Espresso & Rose Gold	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Metallic Brown and Rose Gold-Tone Hypoallergenic Stainless Steel Case and Bracelet 4 Genuine Crystal Hour Markers Genuine Brown Mother of Pearl Dial Quartz Movement Water Resistant to 30 Meters (100 Feet) Slim Mesh Strap Features a Safety Clasp 22mm Case Width (Approximately 7/8")	649XSRD	Skagen	649XSRD	768680109900		USD		135.00	135.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F649XSRD.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/649XSRD-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Reactor Fallout Ladies' - Black - Stainless Steel - 200 Meters	watches, watch, wristwatch, wrist watch, Reactor, womens watch, women's watches, ladies watch, ladies watches	The FALLOUT is Reactor's signature model and sets the new standard for sport watches. Uniquely different from the norm, Fallout is designed to exceed Swiss standards with unmatched construction and unconventional styling. This timepiece truly represents the best of what the world of watches has to offer.  Brushed Finished Case and Bracelet with Polished Accents Black Dial with Day and Date at the 3 o'clock position Easy to grip unidirectional rotating bezel with Superlimova Indicator at the top and black indicators Solid, Forged 316L Stainless Steel Case and Caseback; Extra hard, marine-grade stainless steel permits fine finishing and resists corosion.  Caseback is made to provide a superior fit, increased strength and water resistance. Solid Screwbar to Case Attachment; This system is nearly 8 times stronger than the typical springbars typically used in watch construction.  With this system you won't have to worry about losing your watch due to the band detatching from the case. Extra Thick Hardened Mineral Glass Lens; This K1-Hardened Mineral Crystal combines exceptional scratch resistance with unmatched shatter resistance. Triple O-Ring Screw Down Crown System; Extremely water resistant Triple O-Ring system not only provides extra protection when the crown is screwed in, but also provides protection to 100 Meters (330 Feet) if you happen to forget to screw the crown back in after setting your watch before getting in the water! Superluminova on Hands and Markers; The Swiss made Superluminova goes through a special application process to make these watches extremely visible when in a low lit area and will provide exceptional visibility for up to 8 Hours. Shock Resistant Movement Holder; A special casing helps to protect the already Shock Resistant Japanese Quartz Movement from severe impacts. Square Profile Caseback Seal; Having more surface area than the typical O-Ring seal, this provides a significantly superior water-tight seal. Over-Sized Screw Down Crown; Large size makes it easy to grip, un-screw and set the date and time with ease Double Push Button Fold Over Safety Clasp; Folding, adjustable clasp snaps into place setting the push button release which holds it place; then has a safety clasp which folds over on to the clasp securing the band on your wrist. Comes encapsulated in a protective standing metal case and is revealed by rotating the outer case half.  The watch comes with the bracelet average-sized (most watches come with the bracelet sized larger) and includes two extra links (in case you need the bracelet sized larger) packaged with the watch behind a magnetic closure in the bottom of the watch case along with the instruction and warranty booklet. Water Resistant to 200 Meters (660 Feet) with the Crown Screwed In 33.2mm Case Width (Approximately 1 1/4") not including the crown 12.1mm Case Thickness (Approximately 1/2") Weight: 129 Grams	65001	Reactor	65001	891979650019		USD		250.00	250.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F65001.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/65001-z.jpg	womens watches										yes	Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Reactor Fallout Ladies' - White - Stainless Steel - 200 Meters	watches, watch, wristwatch, wrist watch, Reactor, womens watch, women's watches, ladies watch, ladies watches	The FALLOUT is Reactor's signature model and sets the new standard for sport watches. Uniquely different from the norm, Fallout is designed to exceed Swiss standards with unmatched construction and unconventional styling. This timepiece truly represents the best of what the world of watches has to offer.  Brushed Finished Case and Bracelet with Polished Accents White Dial with Day and Date at the 3 o'clock position Easy to grip unidirectional rotating bezel with Superlimova Indicator at the top and black indicators Solid, Forged 316L Stainless Steel Case and Caseback; Extra hard, marine-grade stainless steel permits fine finishing and resists corosion.  Caseback is made to provide a superior fit, increased strength and water resistance. Solid Screwbar to Case Attachment; This system is nearly 8 times stronger than the typical springbars typically used in watch construction.  With this system you won't have to worry about losing your watch due to the band detatching from the case. Extra Thick Hardened Mineral Glass Lens; This K1-Hardened Mineral Crystal combines exceptional scratch resistance with unmatched shatter resistance. Triple O-Ring Screw Down Crown System; Extremely water resistant Triple O-Ring system not only provides extra protection when the crown is screwed in, but also provides protection to 100 Meters (330 Feet) if you happen to forget to screw the crown back in after setting your watch before getting in the water! Superluminova on Hands and Markers; The Swiss made Superluminova goes through a special application process to make these watches extremely visible when in a low lit area and will provide exceptional visibility for up to 8 Hours. Shock Resistant Movement Holder; A special casing helps to protect the already Shock Resistant Japanese Quartz Movement from severe impacts. Square Profile Caseback Seal; Having more surface area than the typical O-Ring seal, this provides a significantly superior water-tight seal. Over-Sized Screw Down Crown; Large size makes it easy to grip, un-screw and set the date and time with ease Double Push Button Fold Over Safety Clasp; Folding, adjustable clasp snaps into place setting the push button release which holds it place; then has a safety clasp which folds over on to the clasp securing the band on your wrist. Comes encapsulated in a protective standing metal case and is revealed by rotating the outer case half.  The watch comes with the bracelet average-sized (most watches come with the bracelet sized larger) and includes two extra links (in case you need the bracelet sized larger) packaged with the watch behind a magnetic closure in the bottom of the watch case along with the instruction and warranty booklet. Water Resistant to 200 Meters (660 Feet) with the Crown Screwed In 33.2mm Case Width (Approximately 1 1/4") not including the crown 12.1mm Case Thickness (Approximately 1/2") Weight: 129 Grams	65002	Reactor	65002			USD		250.00	250.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F65002.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/65002-z.jpg	womens watches										yes	Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Leather Strap Watch - Swarovski Crystals - Brown MOP - Rose Tone	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Polished Rose Gold-Tone Hypoallergenic Stainless Steel Case 46 Genuine Swarovski Crystal Bezel Accents Genuine Brown Mother of Pearl Dial Slim Quartz Movement Water Resistant to 30 Meters (100 Feet) Mineral Glass Crystal Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	669SRLD4	Skagen	669SRLD4	768680111989		USD		140.00	140.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F669SRLD4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/669SRLD4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Dress Watch - Stainless - White MOP - Black Leather	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Curved, Hypo-Allergenic Nickel Safe Stainless Steel Case Genuine Crystal Bezel Accents White Mother of Pearl Dial Water resistant to 30 Meters (100 Feet) Slim Japanese Quartz Movement Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	669SSLB4	Skagen	669SSLB4	768680111996		USD		130.00	130.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F669SSLB4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/669SSLB4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Watch - Stainless - White Mother of Pearl  - Red Leather	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Nickel Safe, Hypoallergenic Polished Stainless Steel Case 50 Genuine Swarovski Crystal Accents White, Genuine Mother of Pearl Dial Water Resistant to 30 Meters (100 Feet) Slim, Comfort fit Case Design Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	669SSLR4	Skagen	669SSLR4	768680111286		USD		130.00	130.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F669SSLR4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/669SSLR4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Dress Watch - Rose Gold Tone - Brown Leather Strap	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Rose Gold Tone Hypoallergenic Stainless Steel Case and Bracelet Curved Case Design for Comfortable Fit 50 Genuine Swarovski Crystals Genuine Brown Mother of Pearl Dial Water Resistant to 30 Meters Mineral Glass Crystal Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	670SRLD4	Skagen	670SRLD4	768680112009		USD		140.00	140.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F670SRLD4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/670SRLD4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Dress Watch - Stainless - Mother of Pearl - Black Leather	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	50 Genuine Swarovski Crystal Bezel Accents White Mother of Pearl Dial Polished Hypoallergenic Stainless Steel Case Curved Case Design for a Comfortable Fit Water Resistant to 30 Meters (100 Feet) Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	670SSLB4	Skagen	670SSLB4	768680112016		USD		130.00	130.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F670SSLB4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/670SSLB4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Crystal Dress Watch - Stainless - Mother of Pearl - Red Leather	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	50 Genuine Swarovski Crystal Bezel Accents White Mother of Pearl Dial Polished Hypoallergenic Stainless Steel Case Curved Case Design for a Comfortable Fit Water Resistant to 30 Meters (100 Feet) Genuine Leather Strap features a Tang Buckle Clasp 31mm Case Width (Approximately 1 1/4")	670SSLR4	Skagen	670SSLR4	768680111293		USD		130.00	130.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F670SSLR4.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/670SSLR4-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies' Steel - Swarovski&reg; Crystal  - Black Face	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Black Steel Case and Mesh Bracelet Genuine Swarovski&reg; Cyrstals Accent Face and Bezel Black Face Skagen signature mesh band	686XSBBM	Skagen	686XSBBM			USD		140.00	140.00		http://www.kqzyfj.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F686XSBBM.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/686XSBBM-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Steel - Gold-Tone - Round Mother of Pearl Face - Swarovski Crystal&reg;	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Feminine square and oval cases with Skagen signature mesh band in gold with genuine Swarovski&reg; Crystal indications and mother of pearl dial.  Gold-Tone Stainless Steel White Mother of Pearl Face Genuine Swarovksi&reg Crystals	686XSGG	Skagen	686XSGG			USD		140.00	140.00		http://www.kqzyfj.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F686XSGG.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/686XSGG-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies' Steel - Swarovski&reg; Crystal  - Stainless and Gold-Tone	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Steel Case and Mesh Bracelet with Gold Accents Genuine Swarovski&reg; Cyrstals Accent Face and Bezel White Silver-Tone Face Skagen signature mesh band	686XSGSC	Skagen	686XSGSC			USD		130.00	130.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F686XSGSC.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/686XSGSC-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies' Steel - Swarovski&reg; Crystal  - Rose Gold-Tone	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Rose-Gold Tone Stainless Steel Case and Mesh Bracelet Genuine Swarovski&reg; Cyrstals Accent Face and Bezel White Silver-Tone Face Skagen signature mesh band	686XSRR	Skagen	686XSRR			USD		140.00	140.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F686XSRR.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/686XSRR-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Dress Watch - White Mother of Pearl - Stainless - Crystals	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Hypo-Allergenic Stainless Steel Case and Bracelet with Gold-Tone Accents Genuine Swarovski Crystal Accents Genuine Mother of Pearl Dial Super-Hardened Mineral Glass Crystal Swiss Parts Link Bracelet features a Double Push Button Release Fold Over Clasp Water Resistant to 30 Meters (100 Feet) 23mm Case Width (Approximately 15/16")	688SSX	Skagen	688SSX	768680110012		USD		150.00	150.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F688SSX.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/688SSX-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Mens Slim Mesh - Black Titanium - Slim Case - Adjustable Strap	watches, watch, wristwatch, wrist watch, Skagen, mens watch, watch for man, mens watches	Black Tone Titanium Case and Bracelet Ultra-Slim Case with Slim Japanese Quartz Movement, this watch will barely sit above your wrist Luminous Hands and Markers Water Resistant to 30 Meters (100 Feet) Super-Hardened Mineral Glass Crystal Titanium Mesh Bracelet Features an Adjustable Safety Clasp so you can easily adjust this watch to fit your wrist 37mm Case Width (Approximately 1 1/2")	694XLTMB	Skagen	694XLTMB	768680		USD		130.00	130.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F694XLTMB.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/694XLTMB-z.jpg	mens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Mens Slim Mesh - Espresso Tone Titanium - Slim Case - Adjustable Strap	watches, watch, wristwatch, wrist watch, Skagen, mens watch, watch for man, mens watches	Espresso/Brown Tone Titanium Case and Bracelet Ultra-Slim Case with Slim Japanese Quartz Movement, this watch will barely sit above your wrist Luminous Hands and Markers Water Resistant to 30 Meters (100 Feet) Super-Hardened Mineral Glass Crystal Titanium Mesh Bracelet Features an Adjustable Safety Clasp so you can easily adjust this watch to fit your wrist 37mm Case Width (Approximately 1 1/2")	694XLTMD	Skagen	694XLTMD	768680110043		USD		140.00	140.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F694XLTMD.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/694XLTMD-z.jpg	mens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Mens Titanium  -Dark Silver/Gray Dial - Slim Case - Adjustable Strap	watches, watch, wristwatch, wrist watch, Skagen, mens watch, watch for man, mens watches	Titanium Case and Bracelet Ultra-Slim Case with Slim Japanese Quartz Movement, this watch will barely sit above your wrist Luminous Hands and Markers Water Resistant to 30 Meters (100 Feet) Super-Hardened Mineral Glass Crystal Titanium Mesh Bracelet Features an Adjustable Safety Clasp so you can easily adjust this watch to fit your wrist 37mm Case Width (Approximately 1 1/2")	694XLTTM	Skagen	694XLTTM	768680110067		USD		130.00	130.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F694XLTTM.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/694XLTTM-z.jpg	mens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Mens Titanium - Blue Sunray Dial - Slim Case - Adjustable Strap	watches, watch, wristwatch, wrist watch, Skagen, mens watch, watch for man, mens watches	Titanium Case and Bracelet Ultra-Slim Case with Slim Japanese Quartz Movement, this watch will barely sit above your wrist Luminous Hands and Markers Water Resistant to 30 Meters (100 Feet) Super-Hardened Mineral Glass Crystal Titanium Mesh Bracelet Features an Adjustable Safety Clasp so you can easily adjust this watch to fit your wrist 37mm Case Width (Approximately 1 1/2")	694XLTTN	Skagen	694XLTTN	768680110074		USD		130.00	130.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F694XLTTN.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/694XLTTN-z.jpg	mens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
